title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
FRUBASE,"This is the page for the FRUBASE database, a huge dataset of fleshy fruit traits compiled from bibliographic references and my own work. 

Data are provided for more than 1000 plant species from all around the world. It contains a copy of the main data file used for this paper, as well as other accompanying files (see below).

Taxonomic arrangement follows:

Nomenclature and taxonomic arrangement follows Stevens, P. F. (2001 onwards). Angiosperm Phylogeny Website. Version 8, June 2007. http://www.mobot.org/MOBOT/research/APweb/. 

This scheme follows: A.P.G. [= Angiosperm Phylogeny Group] II. 2003. An update of the Angiosperm Phylogeny Group classification for the orders and families of flowering plants: APG II. Bot. J. Linnean Soc. 141: 399-436.

Plant names and names of higher taxonomic categories have been checked with: Mabberley, D.J. 1987. The plant-book. A portable dictionary of the higher plants. Cambridge University Press, Cambridge, UK.",1983-04-16,"Jordano, P. 1995. Angiosperm fleshy fruits and seed dispersers: a comparative analysis of adaptation and constraints in plant-animal interactions. American Naturalist 145: 163-191. doi:10.1086/285735","seed dispersal, frugivory, physiology, nutrients, angiosperms, fleshy fuits",MIT,"Ministerio de Ciencia e Innovación, Spain",All the World,80.0,200.0,-85.0,-200,NA,NA,NA
