cl	scl	ord	fam	gen	sp	ref	newref	famlab	genlab	splab	cod	dispcat	disp	area	fruit	leng	diam	frfm	pdm	sdm	seeds	seedm	ry	kjg	kjfr	pcw	lip	pro	nsc	ash	fib
Magnoliopsida	Rosidae	Sapindales	BURSERACEAE	Dacryodes	sp.2	71	9	BURSERAC	Dacryode	sp.2	DSP2	Birds		NTAmerica	Drupe1	16	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Sapindales	BURSERACEAE	Protium	apiculatum	71	9	BURSERAC	Protium	apiculat	PAPI	Birds		NTAmerica	Aril	21	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Sapindales	BURSERACEAE	Protium	heptaphyllum	71	9	BURSERAC	Protium	sagotian	PSAG	Birds		NTAmerica	Aril	25	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Sapindales	BURSERACEAE	Protium	sagotianum	60	2	BURSERAC	Protium	heptaphy	PHEP	Mixed		NTAmerica	Drupe2	15	17	NA	NA	NA	NA	NA	NA	NA	NA	76.9	NA	NA	0.55	NA	NA
Magnoliopsida	Rosidae	Sapindales	BURSERACEAE	Tetragastris	altissima	71	9	BURSERAC	Tetragas	altissim	TALT	Birds		NTAmerica	Aril	19	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Sapindales	BURSERACEAE	Tetragastris	panamensis	3	46	BURSERAC	Tetragas	panamens	TPAN	Birds		NTAmerica	Aril	NA	NA	1.34	0.38	0.2	NA	NA	28.1	17.33	6.5	51.2	0.04	0.01	0.94	0.02	NA
Magnoliopsida	Rosidae	Sapindales	BURSERACEAE	Trattinickia	sp.	71	9	BURSERAC	Trattini	sp.	TRA1	Birds		NTAmerica	Drupe1	20	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Lonicera	arborea	0	17	CAPRIFOL	Lonicera	arborea	LARB	Birds		MEurope	Berry2	7.6	8	0.29	0.07	0.02	2.2	0.01	23.1	16.2	1.08	69.1	0.03	0.03	0.8	0.07	0.07
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Lonicera	etrusca	0	17	CAPRIFOL	Lonicera	etrusca	LETR	Birds		MEurope	Berry2	8.5	6.5	0.19	0.04	0.03	3	0.01	20.5	15.78	0.62	69.2	0.02	0.04	0.78	0.09	0.07
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Lonicera	implexa	0	17	CAPRIFOL	Lonicera	implexa	LIMP	Birds		MEurope	Berry2	7.2	6.3	0.16	0.04	0.04	2.7	0.01	22.5	16.45	0.6	54.3	0.02	0.03	0.82	0.06	0.09
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Lonicera	japonica	3	46	CAPRIFOL	Lonicera	japonica	LJAP	Birds		NAmerica	Berry2	NA	NA	0.23	0.03	0.02	NA	NA	14.3	16.45	0.54	83.6	0.05	0.12	0.71	0.12	NA
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Lonicera	periclymenum	0	17	CAPRIFOL	Lonicera	periclym	LPER	Birds		MEurope	Berry2	7.9	6.8	0.18	0.03	0.02	3.9	0.01	16.9	17.83	0.54	70.6	0.07	0.05	0.77	0.04	0.08
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Lonicera	pyrenaica	0	17	CAPRIFOL	Lonicera	pyrenaic	LPYR	Birds		NEurope	Berry2	8.1	8.6	0.36	0.04	0.01	5.7	0	12.1	16.87	0.73	83.5	0.02	0.03	0.86	0.03	0.05
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Lonicera	splendida	0	17	CAPRIFOL	Lonicera	splendid	LSPL	Birds		MEurope	Berry2	11.8	7.9	0.39	0.08	0.03	3.6	0.01	21.4	15.61	1.28	70.4	0.02	0.03	0.78	0.1	0.07
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Lonicera	tartarica	19	36	CAPRIFOL	Lonicera	tartaric	LTAR	Birds		NAmerica	Berry2	4	NA	0.39	NA	NA	NA	0.02	NA	16.83	NA	92	NA	0.04	NA	NA	NA
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Lonicera	utahensis	41	33	CAPRIFOL	Lonicera	utahensi	LUTA	Birds		NAmerica	Berry2	NA	7.8	0.37	0.03	NA	2.1	NA	7.5	17.16	0.48	NA	0.05	0.02	0.89	0.04	0.03
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Lonicera	xylosteum	0	17	CAPRIFOL	Lonicera	xylosteu	LXYL	Birds		NEurope	Berry2	7.8	9.3	0.42	0.05	0.02	3.2	0.01	11.7	16.45	0.8	84.5	0.03	0.02	0.8	0.06	0.09
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Sambucus	caerulea	41	33	CAPRIFOL	Sambucus	caerulea	SCAE	Birds		NAmerica	Berry1	NA	4.2	0.04	0	NA	3	NA	5.1	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Sambucus	canadensis1	19	36	CAPRIFOL	Sambucus	canad1	SCAN1	Birds		NAmerica	Berry1	4.5	NA	0.08	NA	NA	NA	NA	NA	17.33	NA	85	NA	0.08	NA	NA	NA
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Sambucus	canadensis2	37	22	CAPRIFOL	Sambucus	canad2	SCAN2	Birds		NAmerica	Berry1	NA	5.1	0.06	0	NA	3.5	NA	6.8	21.14	0.08	84	0.03	0.07	0.13	NA	NA
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Sambucus	ebulus	0	17	CAPRIFOL	Sambucus	ebulus	SEBU	Birds		MEurope	Berry1	5.4	6.2	0.14	0.02	0.01	3	0	16.4	NA	NA	77	NA	NA	NA	NA	NA
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Sambucus	gaudichaudiana	70	14	CAPRIFOL	Sambucus	gaudicha	SGAU	Birds		Australasia	Berry1	NA	NA	0.09	0.01	0.01	3.2	0	9.3	12.51	0.1	90.1	0.06	0.09	0.52	NA	NA
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Sambucus	nigra	0	17	CAPRIFOL	Sambucus	nigra	SNIG	Birds		MEurope	Berry1	5.3	4	0.04	0.01	0	2.6	0	10.4	16.95	0.07	81.6	0.03	0.18	0.53	0.06	0.21
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Sambucus	pubens	62	6	CAPRIFOL	Sambucus	pubens	SPUB	Birds		NAmerica	Drupe1	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	89	NA	NA	NA	NA	NA
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Sambucus	racemosa	0	17	CAPRIFOL	Sambucus	racemosa	SRAC	Birds		MEurope	Berry1	6.3	5.5	0.1	0.01	0.01	3	0	8.1	21.1	0.18	83.2	0.23	0.13	0.49	0.07	0.08
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Sambucus	sp.1	3	46	CAPRIFOL	Sambucus	sp.1	SSP1	Birds		NAmerica	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	17.37	NA	79.8	0.03	0.13	0.82	0.04	NA
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Sambucus	sp.2	3	46	CAPRIFOL	Sambucus	sp.2	SSP2	Birds		NEurope	Berry2	NA	NA	NA	1	1.69	NA	NA	11.6	17.2	17.19	68.8	0.09	0.08	0.69	0.06	NA
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Symphoricarpos	orbicularis	3	46	CAPRIFOL	Symphori	orbicula	SORB	Birds		NAmerica	Berry2	NA	NA	0.05	0.01	0.01	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Viburnum	costaricanum	38	49	CAPRIFOL	Viburnum	costaric	VCOS	Birds		NTAmerica	Drupe1	11.2	5.9	0.31	0.01	0.07	1	0.07	4.2	NA	NA	25.6	NA	NA	NA	NA	NA
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Viburnum	dentatum1	19	36	CAPRIFOL	Viburnum	dentat1	VDEN1	Birds		NAmerica	Drupe1	6.5	NA	0.09	NA	NA	1	NA	NA	16.58	NA	65	NA	0.07	NA	NA	NA
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Viburnum	dentatum2	76	26	CAPRIFOL	Viburnum	dentat2	VDEN2	Birds		NAmerica	Drupe1	NA	NA	NA	NA	NA	1	NA	NA	22.2	0.49	74	NA	0.04	0.92	0.04	NA
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Viburnum	lantago	19	36	CAPRIFOL	Viburnum	lantago	VLAN	Birds		NAmerica	Drupe1	11.5	NA	0.4	NA	NA	1	NA	NA	17.54	NA	59	NA	0.07	NA	NA	NA
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Viburnum	lantana1	64	5	CAPRIFOL	Viburnum	lantan1	VLAN1	Birds		NEurope	Drupe1	NA	NA	NA	NA	NA	NA	NA	NA	10.05	NA	78	0.02	0.02	0.53	NA	NA
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Viburnum	lantana2	0	17	CAPRIFOL	Viburnum	lantan2	VLAN2	Birds		NEurope	Drupe1	8.8	6.4	0.16	0.03	0.03	1	0.03	16.7	16.91	0.46	62.7	0.03	0.02	0.67	0.03	0.26
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Viburnum	opulus1	19	36	CAPRIFOL	Viburnum	opulus1	VOPU1	Birds		NAmerica	Drupe1	5.5	NA	NA	NA	NA	1	NA	NA	18.17	NA	67	NA	NA	NA	NA	NA
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Viburnum	opulus2	0	17	CAPRIFOL	Viburnum	opulus2	VOPU2	Birds		NEurope	Drupe1	10.2	8.9	NA	NA	NA	1	NA	NA	17.12	NA	77.6	0.04	0.01	0.83	0.04	0.08
Magnoliopsida	Asteridae	Dipsacales	CAPRIFOLIACEAE	Viburnum	tinus	0	17	CAPRIFOL	Viburnum	tinus	VTIN	Birds		MEurope	Drupe1	8.1	5.4	0.11	0.04	0.04	1	0.04	34.7	21.18	0.77	29.5	0.22	0.04	0.34	0.04	0.37
Magnoliopsida	Hamamelidae	Urticales	CECROPIACEAE	Cecropia	eximia	3	46	CECROPIA	Cecropia	eximia	CEXI	Mixed		NTAmerica	Other	NA	NA	5.15	0.3	0.5	NA	NA	5.8	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	CECROPIACEAE	Cecropia	obtusa	60	2	CECROPIA	Cecropia	obtusa	COBT	Mixed		NTAmerica	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.7	NA	0.01	0.27	NA	NA
Magnoliopsida	Hamamelidae	Urticales	CECROPIACEAE	Cecropia	obtusifolia	34	11	CECROPIA	Cecropia	obtusifo	COBT	Mixed		NTAmerica	Other	NA	NA	NA	NA	NA	2792	NA	NA	13.06	NA	NA	0.07	0.1	0.4	0.05	0.38
Magnoliopsida	Hamamelidae	Urticales	CECROPIACEAE	Cecropia	palmata	60	2	CECROPIA	Cecropia	palmata	CPAL	Mixed		NTAmerica	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	0.01	0.15	NA	NA
Magnoliopsida	Hamamelidae	Urticales	CECROPIACEAE	Cecropia	peltata1	34	11	CECROPIA	Cecropia	peltata	CPEL	Mixed		NTAmerica	Other	NA	NA	NA	NA	NA	NA	NA	NA	9.5	NA	NA	0.01	0.04	0.49	0.07	0.24
Magnoliopsida	Hamamelidae	Urticales	CECROPIACEAE	Cecropia	peltata2	22	18	CECROPIA	Cecropia	peltata	CPEL	Mixed		NTAmerica	Other	NA	NA	NA	NA	NA	NA	NA	NA	16.99	NA	73	0.02	0.05	0.87	NA	NA
Magnoliopsida	Hamamelidae	Urticales	CECROPIACEAE	Cecropia	scyalophilla	60	2	CECROPIA	Cecropia	scyaloph	CSCY	Mixed		NTAmerica	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75	NA	0.01	0.23	NA	NA
Magnoliopsida	Hamamelidae	Urticales	CECROPIACEAE	Musanga	cecropioides	40	41	CECROPIA	Musanga	cecropio	MCEC	Mixed		Africa	Other	NA	NA	NA	NA	NA	NA	NA	NA	20.39	NA	80	0.17	0.03	0.79	0.01	NA
Magnoliopsida	Hamamelidae	Urticales	CECROPIACEAE	Myrianthus	holstii	61	8	CECROPIA	Myrianth	holstii	MHOL	Mammals		Africa	Berry1	75	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Celastrales	CELASTRACEAE	Cassine	aethiopica1	61	8	CELASTRA	Cassine	aethiopi	CAET	Mixed		Africa	Drupe1	15	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Celastrales	CELASTRACEAE	Cassine	aethiopica2	36	43	CELASTRA	Cassine	aethiopi	CAET	Mixed		Africa	Drupe1	16.4	13.8	1.76	NA	NA	1	NA	NA	13.85	NA	NA	0.01	0.03	0.77	0.05	0.14
Magnoliopsida	Rosidae	Celastrales	CELASTRACEAE	Celastrus	scandens	37	22	CELASTRA	Celastru	scandens	CSCA	Birds		NAmerica	Berry1	NA	NA	0.3	0.05	NA	4.4	NA	15.9	19.3	0.93	80.6	0.04	0.08	NA	NA	NA
Magnoliopsida	Rosidae	Celastrales	CELASTRACEAE	Euonymus	atropurpurea	37	22	CELASTRA	Euonymus	atropurp	EATR	Birds		NAmerica	Berry1	NA	7.7	0.18	0.03	NA	1.3	NA	14.4	23.36	0.61	69.4	0.31	0.09	0.05	NA	NA
Magnoliopsida	Rosidae	Celastrales	CELASTRACEAE	Euonymus	europaeus1	0	17	CELASTRA	Euonymus	europaeu	EEUR	Birds		NEurope	Berry1	7.5	5.1	0.09	0.01	0.04	1.2	0.04	14.2	NA	NA	37.7	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Celastrales	CELASTRACEAE	Euonymus	europaeus2	64	5	CELASTRA	Euonymus	europaeu	EEUR	Birds		NEurope	Aril	NA	NA	NA	NA	NA	NA	NA	NA	26.29	NA	41	0.59	0.07	0.09	NA	NA
Magnoliopsida	Rosidae	Celastrales	CELASTRACEAE	Euonymus	sp.	63	28	CELASTRA	Euonymus	sp.	ESPP	Birds		NAmerica	Aril	NA	5.2	0.05	NA	NA	NA	NA	NA	26.2	NA	NA	NA	0.11	NA	NA	NA
Magnoliopsida	Rosidae	Celastrales	CELASTRACEAE	Maytenus	acuminata	61	8	CELASTRA	Maytenus	acuminat	MACU	Birds		Africa	Aril	8	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Celastrales	CELASTRACEAE	Maytenus	heterophylla	61	8	CELASTRA	Maytenus	heteroph	MHET	Birds		Africa	Aril	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Celastrales	CELASTRACEAE	Unident.Celas.1	SEGC56	75	35	CELASTRA	Noid.	SEGC56	CESP	Birds		Africa	Aril	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.1	0.06	0.05	0.2	NA	0.17
Magnoliopsida	Rosidae	Celastrales	CELASTRACEAE	Salacia	kranssii	36	43	CELASTRA	Salacia	kranssii	SKRA	Mixed		Africa	Aril	NA	NA	NA	NA	NA	NA	NA	NA	15.91	NA	NA	0.03	0.07	0.81	0.06	0.04
Magnoliopsida	Rosidae	Rosales	CHRYSOBALANACEAE	Couepia	guianensis	60	2	CHRYSOBA	Couepia	guianens	CGUI	Mixed		NTAmerica	Drupe1	20	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Rosales	CHRYSOBALANACEAE	Hirtella	racemosa	38	49	CHRYSOBA	Hirtella	racemosa	HRAC	Mixed		NTAmerica	Drupe1	9.2	8	0.33	0.06	0.05	1.1	0.05	18.3	22.14	1.33	65.6	0.27	0.2	0.45	0.08	NA
Magnoliopsida	Rosidae	Rosales	CHRYSOBALANACEAE	Licania	heteromorpha	60	2	CHRYSOBA	Licania	heteromo	LHET	Mammals		NTAmerica	Drupe1	NA	NA	NA	NA	NA	NA	NA	NA	7.95	NA	67	NA	0	0.43	NA	NA
Magnoliopsida	Rosidae	Rosales	CHRYSOBALANACEAE	Parinari	campestris	60	2	CHRYSOBA	Parinari	campestr	PCAM	Mammals		NTAmerica	Drupe1	50	20.5	NA	NA	NA	NA	NA	NA	2.05	NA	68.3	NA	0	0.11	NA	NA
Magnoliopsida	Rosidae	Rosales	CHRYSOBALANACEAE	Parinari	excelsa	61	8	CHRYSOBA	Parinari	excelsa	PEXC	Mammals		Africa	Drupe1	40	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Rosales	CHRYSOBALANACEAE	Parinari	curatellifolia1	61	8	CHRYSOBA	Parinari	curatel1	PCUR1	Mixed		Africa	Drupe1	35	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Rosales	CHRYSOBALANACEAE	Parinari	curatellifolia2	36	43	CHRYSOBA	Parinari	curatel2	PCUR2	Mixed		Africa	Drupe1	NA	NA	NA	NA	NA	NA	NA	NA	18	NA	NA	0.13	0.09	0.69	0.06	0.03
Magnoliopsida	Rosidae	Rosales	CONNARACEAE	Cnestidium	rufescens	3	46	CONNARAC	Cnestidi	rufescen	CRUF	Birds		NTAmerica	Aril	NA	NA	0.2	0.01	0.06	NA	NA	4.5	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Rosales	CONNARACEAE	Connarus	panamensis	3	46	CONNARAC	Connarus	panamens	CPAN	Birds		NTAmerica	Aril	NA	NA	0.72	0.06	0.45	NA	NA	7.8	19.76	1.1	79.2	0.16	0.08	0.7	0.05	NA
Magnoliopsida	Rosidae	Rosales	CONNARACEAE	Rourea	glabra	3	46	CONNARAC	Rourea	glabra	RGLA	Birds		NTAmerica	Aril	NA	NA	0.21	0.03	0.09	NA	NA	12.7	29.97	0.81	42.7	0.6	0.02	0.36	0.02	NA
Magnoliopsida	Rosidae	Rosales	CONNARACEAE	Rourea	pinnata	61	8	CONNARAC	Rourea	pinnata	JPIN	Birds		Africa	Aril	22.5	12.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Cornales	CORNACEAE	Afrocrania	volkensii	61	8	CORNACEA	Afrocran	volkensi	AVOL	Mixed		Africa	Drupe1	10.5	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Cornales	CORNACEAE	Cornus	florida	3	46	CORNACEA	Cornus	florida	CFLO	Birds		NAmerica	Drupe2	NA	NA	0.38	0.07	0.08	NA	NA	18.9	19.67	1.41	73.3	0.16	0.02	0.77	0.05	NA
Magnoliopsida	Rosidae	Cornales	CORNACEAE	Cornus	racemosa1	37	22	CORNACEA	Cornus	racemosa	CRAC	Birds		NAmerica	Drupe2	NA	6.4	0.16	0.03	NA	1	NA	17.2	28.38	0.77	76.7	0.4	0.03	0.1	NA	NA
Magnoliopsida	Rosidae	Cornales	CORNACEAE	Cornus	racemosa2	76	26	CORNACEA	Cornus	racemosa	CRAC	Birds		NAmerica	Drupe2	NA	NA	NA	NA	NA	NA	NA	NA	21.5	0.88	76	NA	0.08	0.81	0.04	NA
Magnoliopsida	Rosidae	Cornales	CORNACEAE	Cornus	racemosa3	19	36	CORNACEA	Cornus	racemosa	CRAC	Birds		NAmerica	Drupe2	6	NA	0.13	NA	NA	NA	NA	NA	17.33	NA	82	NA	0.07	NA	NA	NA
Magnoliopsida	Rosidae	Cornales	CORNACEAE	Cornus	sanguinea	0	17	CORNACEA	Cornus	sanguine	CSAN	Birds		MEurope	Drupe2	6.4	6.8	0.17	0.04	0.05	1	0.05	21.3	21.6	0.79	48.4	0.25	0.06	0.54	0.05	0.1
Magnoliopsida	Rosidae	Cornales	CORNACEAE	Cornus	stolonifera	41	33	CORNACEA	Cornus	stolonif	CSTO	Birds		NAmerica	Drupe1	NA	6.2	0.13	0.01	NA	1	NA	9	22.93	0.27	NA	0.29	0.06	0.61	0.04	0.05
Magnoliopsida	Rosidae	Celastrales	CORYNOCARPACEAE	Corynocarpus	laevigatus	33	47	CORYNOCA	Corynoca	laevigat	CLAE	Birds		Australasia	Drupe1	NA	NA	4.91	0.34	0.31	NA	NA	6.9	16.45	5.59	87	0.04	0.08	0.65	0.09	0.14
Magnoliopsida	Dilleniidae	Violales	CUCURBITACEAE	Bryonia	dioica	0	17	CUCURBIT	Bryonia	dioica	BDIO	Birds		MEurope	Berry2	6.7	6.9	0.17	0.02	0.04	3.3	0.01	12.9	16.99	0.37	65.7	0.05	0.28	0.37	NA	0.22
Magnoliopsida	Dilleniidae	Violales	CUCURBITACEAE	Cayaponia	cf.Ophtalmica	71	9	CUCURBIT	Cayaponi	cf.Ophta	COPH	Mixed		NTAmerica	Berry2	30	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Violales	CUCURBITACEAE	Cayaponia	racemosa	71	9	CUCURBIT	Cayaponi	racemosa	CRAC	Mixed		NTAmerica	Berry2	15	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Violales	CUCURBITACEAE	Cayaponia	selysioides	71	9	CUCURBIT	Cayaponi	selysioi	CSEL	Mixed		NTAmerica	Berry2	17	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Violales	CUCURBITACEAE	Citrullus	vulgaris	36	43	CUCURBIT	Citrullu	vulgaris	CVUL	Birds		Africa	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	10.51	NA	NA	0.01	0.07	0.53	0.19	0.2
Magnoliopsida	Dilleniidae	Violales	CUCURBITACEAE	Coccinia	adoensis	36	43	CUCURBIT	Coccinia	adoensis	CADO	Birds		Africa	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	14.19	NA	NA	0.05	0.18	0.57	0.06	0.15
Liliopsida	Arecidae	Cyclanthales	CYCLANTHACEAE	Asplundia	vagans	58	7	CYCLANTH	Asplundi	vagans	AVAG	Mammals		NTAmerica	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	1.88	NA	90.8	0	0.09	0	NA	NA
Liliopsida	Arecidae	Cyclanthales	CYCLANTHACEAE	Carludovica	palmata	35	48	CYCLANTH	Carludov	palmata	CPAL	Mammals		NTAmerica	Berry2	NA	NA	0.63	0.07	0.15	55	0	11.7	NA	NA	84.5	NA	NA	0.26	NA	NA
Magnoliopsida	Dilleniidae	Dilleniales	DILLENIACEAE	Doliocarpus	dentata	35	48	DILLENIA	Doliocar	dentata	DDEN	Mixed		NTAmerica	Drupe1	NA	NA	1.05	0.1	0.26	1	0.26	9.7	16.62	1.69	87.5	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Dilleniales	DILLENIACEAE	Doliocarpus	major	35	48	DILLENIA	Doliocar	major	DMAJ	Mixed		NTAmerica	Drupe1	NA	NA	0.22	0.02	0.08	1	0.08	9.3	16.79	0.33	85.7	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Dilleniales	DILLENIACEAE	Doliocarpus	sp.1	71	9	DILLENIA	Doliocar	sp.1	DOL1	Mixed		NTAmerica	Drupe1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Dilleniales	DILLENIACEAE	Hibbertia	scandens	43	4	DILLENIA	Hibberti	scandens	HSCA	Mixed		Australasia	Berry2	9.2	7.2	0.28	0.04	NA	NA	NA	13.8	NA	NA	82.6	0.55	0.1	NA	NA	NA
Liliopsida	Liliidae	Liliales	DIOSCOREACEAE	Tamus	communis	0	17	DIOSCORE	Tamus	communis	TCOM	Birds		MEurope	Berry2	11.8	10.8	0.71	0.06	0.09	4.5	0.02	8.1	15.4	0.89	79.8	0.03	0.04	0.67	0.13	0.13
Magnoliopsida	Dilleniidae	Ebenales	EBENACEAE	Diospyros	abyssinica	61	8	EBENACEA	Diospyro	abyssini	DABY	Birds		Africa	Berry1	12	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Ebenales	EBENACEAE	Diospyros	mespiliformis1	61	8	EBENACEA	Diospyro	mespili1	DMES1	Birds		Africa	Berry1	22.5	22.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Ebenales	EBENACEAE	Diospyros	cf.iturensis	75	35	EBENACEA	Diospyro	cf.iture	DITU	Mixed		Africa	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.4	0.01	0.05	0.25	NA	0.19
Magnoliopsida	Dilleniidae	Ebenales	EBENACEAE	Diospyros	cf.viridicans	75	35	EBENACEA	Diospyro	cf.virid	DVIR	Mixed		Africa	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59	0.02	0.05	0.06	NA	0.38
Magnoliopsida	Dilleniidae	Ebenales	EBENACEAE	Diospyros	dendo	75	35	EBENACEA	Diospyro	dendo	DDEN	Mixed		Africa	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.8	0.01	0.07	0.12	NA	0.32
Magnoliopsida	Dilleniidae	Ebenales	EBENACEAE	Diospyros	lycioides	36	43	EBENACEA	Diospyro	lycioide	DLYC	Mixed		Africa	Berry1	NA	NA	NA	NA	NA	NA	NA	NA	13.44	NA	NA	0.01	0.04	0.75	0.04	0.16
Magnoliopsida	Dilleniidae	Ebenales	EBENACEAE	Diospyros	mespiliformis2	36	43	EBENACEA	Diospyro	mespili2	DMES2	Mixed		Africa	Berry1	NA	NA	NA	NA	NA	NA	NA	NA	14.78	NA	NA	0.01	0.04	0.82	0.04	0.09
Magnoliopsida	Dilleniidae	Ebenales	EBENACEAE	Diospyros	natalensis	36	43	EBENACEA	Diospyro	natalens	DNAT	Mixed		Africa	Berry1	9.9	5.4	0.19	NA	NA	NA	NA	NA	11.64	NA	NA	0.01	0.04	0.62	0.05	0.28
Magnoliopsida	Dilleniidae	Ebenales	EBENACEAE	Diospyros	polystemon	75	35	EBENACEA	Diospyro	polystem	DPOL	Mixed		Africa	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70	0.02	0.09	0.2	NA	0.37
Magnoliopsida	Dilleniidae	Ebenales	EBENACEAE	Diospyros	whyteana	61	8	EBENACEA	Diospyro	whyteana	DWHY	Mixed		Africa	Drupe1	16	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
