cl	scl	ord	fam	gen	sp	ref	newref	famlab	genlab	splab	cod	dispcat	disp	area	fruit	leng	diam	frfm	pdm	sdm	seeds	seedm	ry	kjg	kjfr	pcw	lip	pro	nsc	ash	fib
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Cryptocarya	libertiana	61	8	LAURACEA	Cryptoca	libertia	CLIB	Mixed		Africa	Drupe1	20	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Endiandra	hypotephra	43	4	LAURACEA	Endiandr	hypoteph	EHYP	Birds		Australasia	Drupe1	20.8	10.6	1.1	0.15	NA	NA	NA	13.5	NA	NA	67.8	0.21	0.12	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Endiandra	montana	43	4	LAURACEA	Endiandr	montana	EMON	Birds		Australasia	Drupe1	38.5	27.9	7.65	0.76	NA	NA	NA	9.9	NA	NA	82.2	0.09	0.04	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Endiandra	muelleri	43	4	LAURACEA	Endiandr	muelleri	EMUE	Birds		Australasia	Drupe1	27.1	12.2	2.54	0.27	NA	NA	NA	10.5	NA	NA	73	0.19	0.11	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Endiandra	rfk15	43	4	LAURACEA	Endiandr	rfk15	ERFK	Birds		Australasia	Drupe1	27.6	12.4	2.1	0.21	NA	NA	NA	10	NA	NA	75	0.13	0.15	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Endiandra	sankeyana	43	4	LAURACEA	Endiandr	sankeyan	ESAN	Birds		Australasia	Drupe1	37	30	15.85	1.35	NA	NA	NA	8.5	NA	NA	86.9	0.11	0.11	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Laurus	nobilis	0	17	LAURACEA	Laurus	nobilis	LNOB	Birds		MEurope	Drupe1	14.8	12.2	1.23	0.28	0.7	1	0.7	22.9	28.97	8.19	20.6	0.54	0.06	0.26	0.03	0.11
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Lindera	benzoin1	3	46	LAURACEA	Lindera	benzoi1	LBEN1	Birds		NAmerica	Drupe1	NA	NA	0.31	0.02	0.08	NA	NA	7.2	19.51	0.43	88.5	0.06	0.16	0.78	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Lindera	benzoin2	37	22	LAURACEA	Lindera	benzoi2	LBEN2	Birds		NAmerica	Drupe1	NA	8.5	0.38	0.04	NA	1	NA	10.5	26.75	1.07	82.9	0.33	0.04	0.03	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Litsea	bindoniana	43	4	LAURACEA	Litsea	bindonia	LBIN	Birds		Australasia	Drupe1	12.7	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Litsea	glutinosa	43	4	LAURACEA	Litsea	glutinos	LGLU	Birds		Australasia	Drupe1	10.9	10.9	0.83	0.17	NA	NA	NA	20.9	NA	NA	52.3	0.37	0.12	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Litsea	leefeana	43	4	LAURACEA	Litsea	leefeana	LLEE	Birds		Australasia	Drupe1	13.6	9.7	0.7	0.11	NA	NA	NA	16.3	NA	NA	69.3	0.33	0.1	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Nectandra	davidsoniana	25	45	LAURACEA	Nectandr	davidson	NDAV	Birds		NTAmerica	Drupe1	NA	17	3.25	0.32	0.43	1	NA	9.9	12.14	3.91	77	0.25	0.01	0.11	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Nectandra	gentlei	25	45	LAURACEA	Nectandr	gentlei	NGEN	Birds		NTAmerica	Drupe1	NA	12	0.98	0.19	0.18	1	NA	18.9	16.16	2.99	63	0.36	0.02	0.09	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Nectandra	hypoglauca	25	45	LAURACEA	Nectandr	hypoglau	NHYP	Birds		NTAmerica	Drupe1	NA	18	5.5	0.87	0.94	1	NA	15.8	16.07	14.01	67	0.33	0.02	0.18	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Nectandra	salicina1	5	37	LAURACEA	Nectandr	salicin1	NSAL1	Birds		NTAmerica	Drupe1	37	21.8	7.7	1	1.49	1	4.6	13	26.5	26.51	67.7	0.44	0.08	0.42	0.03	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Nectandra	salicina2	25	45	LAURACEA	Nectandr	salicin2	NSAL2	Birds		NTAmerica	Drupe1	NA	19	7.42	1.1	1.2	1	NA	14.9	18.46	20.36	69	0.37	0.01	0.2	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Nectandra	sp.nc	25	45	LAURACEA	Nectandr	sp.nc	NNC	Birds		NTAmerica	Drupe1	NA	NA	1.08	0.24	0.15	1	NA	21.9	NA	NA	65	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Nectandra	sp.nv	25	45	LAURACEA	Nectandr	sp.nv	NNV	Birds		NTAmerica	Drupe1	NA	17	4.03	0.64	0.69	1	NA	15.9	NA	NA	67	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Neolitsea	dealbata	43	4	LAURACEA	Neolitse	dealbata	NDEA	Birds		Australasia	Drupe1	9	9	0.43	0.08	NA	NA	NA	17.1	NA	NA	68.3	0.23	0.06	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Noid	noid1	71	9	LAURACEA	Noid	noid1	LAU1	Birds		NTAmerica	Drupe1	17	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Noid	noid2	71	9	LAURACEA	Noid	noid2	LAU4	Birds		NTAmerica	Drupe1	16	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Noid	noid3	71	9	LAURACEA	Noid	noid3	LAU3	Birds		NTAmerica	Drupe1	16	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Noid	noid4	71	9	LAURACEA	Noid	noid4	LAU2	Birds		NTAmerica	Drupe1	26	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Ocotea	austinii	25	45	LAURACEA	Ocotea	austinii	OAUS	Birds		NTAmerica	Drupe1	NA	11	1.31	0.26	0.24	1	NA	19.8	19.63	5.09	62	0.45	0.01	0.09	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Ocotea	bernouliana	25	45	LAURACEA	Ocotea	bernouli	OBER	Birds		NTAmerica	Drupe1	NA	18	6.62	0.39	0.54	1	NA	5.9	4.06	1.59	86	0.06	0.02	0.08	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Ocotea	canaliculata	1	39	LAURACEA	Ocotea	canalicu	OCAN	Birds		NTAmerica	Drupe1	NA	NA	NA	NA	NA	1	NA	NA	25.37	NA	NA	0.34	0.08	0.58	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Ocotea	cf.Oblonga	71	9	LAURACEA	Ocotea	cf.Oblon	OOBL	Birds		NTAmerica	Drupe1	18	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Ocotea	klotzschiana1	25	45	LAURACEA	Ocotea	klotzsc1	OKLO1	Birds		NTAmerica	Drupe1	NA	18	5.8	0.81	0.42	1	NA	NA	NA	NA	86	0.18	0.14	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Ocotea	klotzschiana2	5	37	LAURACEA	Ocotea	klotzsc2	OKLO2	Birds		NTAmerica	Drupe1	NA	18	NA	0.42	0.42	1	NA	7	8.96	3.75	86	0.18	0.03	0.07	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Ocotea	oblonga	1	39	LAURACEA	Ocotea	oblonga	OOBL	Birds		NTAmerica	Drupe1	NA	NA	NA	NA	NA	1	NA	NA	22.18	NA	NA	0.19	0.11	0.7	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Ocotea	puberula	60	2	LAURACEA	Ocotea	puberula	OPUB	Birds		NTAmerica	Drupe1	8	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Ocotea	sp.1	11	40	LAURACEA	Ocotea	sp.1	OSP1	Birds		NTAmerica	Drupe1	NA	NA	3	0.93	0.48	1	1.02	31	25.87	24.1	53	0.36	0.11	0.54	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Ocotea	sp.2	11	40	LAURACEA	Ocotea	sp.2	OSP2	Birds		NTAmerica	Drupe1	NA	NA	2.6	0.44	0.52	1	1.4	17	22.56	10	63	0.22	0.07	0.71	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Ocotea	sp.fl	25	45	LAURACEA	Ocotea	sp.fl	OFL	Birds		NTAmerica	Drupe1	NA	22	9.28	0.67	0.82	1	NA	7.2	10.93	7.31	84	0.24	0.02	0.07	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Ocotea	sp.k2	25	45	LAURACEA	Ocotea	sp.k2	OK2	Birds		NTAmerica	Drupe1	NA	20	7.43	0.75	0.88	1	NA	10.1	13.98	10.52	78	0.27	0.02	0.17	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Ocotea	sp.rp	25	45	LAURACEA	Ocotea	sp.rp	ORP	Birds		NTAmerica	Drupe1	NA	12	1.37	0.16	0.19	1	NA	11.3	7.99	1.24	75	0.17	0.03	0.04	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Ocotea	tonduzii	25	45	LAURACEA	Ocotea	tonduzii	OTON	Birds		NTAmerica	Drupe1	NA	12	1.34	0.26	0.2	1	NA	19.4	14.69	3.82	66	0.29	0.01	0.17	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Ocotea	wachenheimii1	25	45	LAURACEA	Ocotea	wachenh1	OWAC1	Birds		NTAmerica	Drupe1	NA	17	2.94	0.31	0.4	1	NA	10.6	15.61	4.85	76	0.31	0.01	0.18	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Ocotea	wachenheimii2	1	39	LAURACEA	Ocotea	wachenh2	OWAC2	Birds		NTAmerica	Drupe1	NA	NA	3.3	NA	NA	1	NA	NA	25.74	NA	NA	0.34	0.14	0.52	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Ocotea	usambarensis	61	8	LAURACEA	Ocotea	usambare	OUSA	Mammals		Africa	Drupe1	30	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Persea	sp.1	3	46	LAURACEA	Persea	sp.1	PSP	Birds		NTAmerica	Drupe1	NA	NA	NA	NA	NA	NA	NA	NA	28.17	NA	55.4	0.53	0.06	0.38	0.03	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Persea	sp.2	3	46	LAURACEA	Persea	sp.2	PSP	Birds		NTAmerica	Drupe1	NA	NA	NA	NA	NA	NA	NA	NA	27.46	NA	78	0.5	0.06	0.4	0.04	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Persea	sp.rp	25	45	LAURACEA	Persea	sp.rp	PRP	Birds		NTAmerica	Drupe1	NA	8	0.29	0.07	0.07	1	NA	23.1	NA	NA	52	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Persea	veraguensis	25	45	LAURACEA	Persea	veraguen	PVER	Birds		NTAmerica	Drupe1	NA	11	0.67	0.09	0.19	1	NA	13.9	NA	NA	58	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Phoebe	mexicana	25	45	LAURACEA	Phoebe	mexicana	PMEX	Birds		NTAmerica	Drupe1	NA	12	1.38	0.22	0.22	1	NA	16	12.85	2.84	68	0.28	0.01	0.09	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Phoebe	neurophylla	25	45	LAURACEA	Phoebe	neurophy	PNEU	Birds		NTAmerica	Drupe1	NA	13	1.62	0.33	0.19	1	NA	20.4	NA	NA	68	NA	0.01	0.1	NA	NA
Magnoliopsida	Dilleniidae	Lecythidales	LECYTHIDACEAE	Barringtonia	racemosa	73	31	LECYTHID	Barringt	racemosa	BRAC	Birds		Australasia	Drupe1	NA	NA	50	NA	NA	1	NA	NA	NA	NA	NA	NA	0.03	NA	NA	0.72
Liliopsida	Liliidae	Liliales	RANUNCULACEAE	Actaea	rubraf.n	41	33	LILIACEA	Actaea	rubraf.n	ARNE	Birds		NAmerica	Berry2	NA	8.9	0.47	0.03	NA	10.9	NA	5.8	14.47	0.39	NA	NA	NA	NA	NA	NA
Liliopsida	Liliidae	Liliales	RANUNCULACEAE	Actaea	rubraf.r	41	33	LILIACEA	Actaea	rubraf.r	ARRU	Birds		NAmerica	Berry2	NA	9.8	0.46	0.02	NA	9.3	NA	5.3	14.67	0.35	NA	NA	NA	NA	NA	NA
Liliopsida	Liliidae	Liliales	RANUNCULACEAE	Actaea	spicata1	74	10	LILIACEA	Actaea	spicata1	ASPI1	Birds		NEurope	Berry2	NA	11	0.46	0.04	NA	11.4	NA	7.9	2.16	NA	90.7	NA	NA	NA	NA	NA
Liliopsida	Liliidae	Liliales	RANUNCULACEAE	Actaea	rubra	37	22	LILIAC	Actaea	rubra	ARUB	Birds		NAmerica	Berry2	NA	8.6	0.31	0.01	NA	8.7	NA	4.3	14.94	0.19	93.3	0.02	0.05	0.05	NA	NA
Liliopsida	Liliidae	Liliales	RANUNCULACEAE	Actaea	spicata2	0	17	LILIAC	Actaea	spicata2	ASPI2	Birds		NEurope	Berry1	8.7	8.6	0.36	0.03	0.05	8.1	0.01	7.1	15.32	0.38	77.9	0.03	0.1	0.52	0.13	0.23
Liliopsida	Liliidae	Liliales	LILIACEAE	Asparagus	acutifolius	0	17	LILIACEA	Asparagu	acutifol	AACU	Birds		MEurope	Berry1	6.5	7.1	0.15	0.05	0.04	1.1	0.04	31.8	NA	NA	56.2	NA	NA	NA	0.06	NA
Liliopsida	Liliidae	Liliales	LILIACEAE	Asparagus	albus	0	17	LILIACEA	Asparagu	albus	AALB	Birds		MEurope	Berry1	5.8	6.5	0.15	0.03	0.03	1.1	0.03	19.5	16.07	0.46	61.3	0.02	0.04	0.81	0.06	0.07
Liliopsida	Liliidae	Liliales	LILIACEAE	Asparagus	aphyllus	0	17	LILIACEA	Asparagu	aphyllus	AAPH	Birds		MEurope	Berry1	6.5	7.4	0.23	0.04	0.06	1.5	0.04	17.8	NA	NA	56.1	NA	NA	NA	NA	NA
Liliopsida	Liliidae	Liliales	LILIACEAE	Asparagus	setaceus	61	8	LILIACEA	Asparagu	setaceus	ASET	Birds		Africa	Berry1	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Liliopsida	Liliidae	Liliales	LILIACEAE	Clintonia	uniflora	41	33	LILIACEA	Clintoni	uniflora	CUNI	Birds		NAmerica	Berry2	NA	9.9	0.44	0.02	NA	6.8	NA	3.7	15.51	0.25	NA	0.03	0.06	0.79	0.12	0.13
Liliopsida	Liliidae	Liliales	LILIACEAE	Convallaria	majalis	0	17	LILIACEA	Convalla	majalis	CMAJ	Birds		NEurope	Berry1	10	8.5	0.38	0.06	0.05	3.5	0.01	17.1	NA	NA	70.5	NA	NA	NA	NA	NA
Liliopsida	Liliidae	Liliales	LILIACEAE	Dianella	tasmanica	70	14	LILIACEA	Dianella	tasmanic	DTAS	Birds		Australasia	Berry1	NA	NA	1.04	0.09	0.03	3.8	0.01	9	10.13	0.94	90	0.11	0.04	0.29	NA	NA
Liliopsida	Liliidae	Liliales	LILIACEAE	Disporum	hookeri	41	33	LILIACEA	Disporum	hookeri	DHOO	Birds		NAmerica	Berry2	NA	11.8	0.9	0.04	NA	3.9	NA	4.5	17	0.7	NA	0.06	0.06	0.81	0.08	0.18
Liliopsida	Liliidae	Liliales	LILIACEAE	Disporum	trachycarpum	41	33	LILIACEA	Disporum	trachyca	DTRA	Birds		NAmerica	Berry2	NA	12.1	0.57	0.04	NA	6.7	NA	6.5	17.12	0.63	NA	0.06	0.06	0.81	0.07	0.06
Liliopsida	Liliidae	Liliales	LILIACEAE	Maianthemum	bifolium	74	10	LILIACEA	Maianthe	bifolium	MBIF	Birds		NEurope	Berry1	NA	5.6	0.09	0.02	NA	1.8	NA	23.4	5.08	NA	71.1	0.01	0.02	0.27	NA	0.01
Liliopsida	Liliidae	Liliales	LILIACEAE	Paris	quadrifolia	0	17	LILIACEA	Paris	quadrifo	PQUA	Birds		NEurope	Berry1	8.7	10.7	0.46	0.03	0.07	12.4	0.01	5.7	NA	NA	78.9	NA	NA	NA	0.07	NA
Liliopsida	Liliidae	Liliales	LILIACEAE	Polygonatum	commutatum	37	22	LILIACEA	Polygona	commutat	PCOM	Birds		NAmerica	Berry2	NA	10.2	0.55	0.06	NA	8.7	NA	10.7	18.5	1.09	82.3	0.02	0.05	0.47	NA	NA
Liliopsida	Liliidae	Liliales	LILIACEAE	Polygonatum	multiflorum	74	10	LILIACEA	Polygona	multiflo	PMUL	Birds		NEurope	Berry1	NA	9.3	0.47	0.07	NA	2.6	NA	13.9	9.04	NA	83.5	0.01	0.07	0.44	NA	0.16
Liliopsida	Liliidae	Liliales	LILIACEAE	Polygonatum	odoratum	0	17	LILIACEA	Polygona	odoratum	PODO	Birds		MEurope	Berry1	9.1	9.2	0.35	0.05	0.07	4.1	0.02	15	NA	NA	63.8	NA	NA	NA	0.08	NA
Liliopsida	Liliidae	Liliales	LILIACEAE	Polygonatum	verticillatum	0	17	LILIACEA	Polygona	verticil	PVER	Birds		MEurope	Berry1	7.6	8.5	0.26	0.04	0.06	2.7	0.02	15.7	16.74	0.68	61.2	0.02	0.03	0.84	0.03	0.09
Liliopsida	Liliidae	Liliales	LILIACEAE	Ripogonum	scandens	33	47	LILIACEA	Ripogonu	scandens	RSCA	Mixed		Australasia	Berry1	NA	NA	0.83	0.06	0.05	NA	NA	7.2	17.45	1.05	87	0.06	0.07	0.49	0.09	0.29
Liliopsida	Liliidae	Liliales	LILIACEAE	Ruscus	aculeatus	0	17	LILIACEA	Ruscus	aculeatu	RACU	Birds		MEurope	Other	11.1	11.9	0.98	0.14	0.24	1.4	0.17	14.5	16.24	2.31	61.2	0.01	0.06	0.74	0.05	0.15
Liliopsida	Liliidae	Liliales	LILIACEAE	Ruscus	hypophyllum	0	17	LILIACEA	Ruscus	hypophyl	RHYP	Birds		MEurope	Other	14.4	11.3	1.05	0.06	0.24	1.6	0.15	5.2	15.95	0.88	71.9	0.03	0.06	0.61	0.1	0.21
Liliopsida	Liliidae	Liliales	LILIACEAE	Smilacina	paniculata	38	49	LILIACEA	Smilacin	panicula	SPAN	Birds		NTAmerica	Berry1	8	11.5	0.63	0.07	0.14	4.5	0.06	10.7	16.91	1.15	66.6	0.02	0.04	0.91	0.03	NA
Liliopsida	Liliidae	Liliales	LILIACEAE	Smilacina	racemosa	3	46	LILIACEA	Smilacin	racemosa	SRAC	Birds		NAmerica	Berry1	NA	NA	0.22	0.03	0.04	NA	NA	13.4	17.96	0.52	80.8	0.07	0.03	0.87	0.03	NA
Liliopsida	Liliidae	Liliales	LILIACEAE	Smilacina	stellata	41	33	LILIACEA	Smilacin	stellata	SSTE	Birds		NAmerica	Berry1	NA	8.4	0.31	0.03	NA	2.2	NA	11.1	16.45	0.56	NA	0.01	0.03	0.93	0.04	0.07
Liliopsida	Liliidae	Liliales	LILIACEAE	Streptopus	amplexifolius	41	33	LILIACEA	Streptop	amplexif	SAMP	Birds		NAmerica	Berry2	NA	10.4	0.94	NA	NA	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Linales	LINACEAE	Hebepetalum	humiriifolium	71	9	LINACEAE	Hebepeta	humiriif	HHUM	Birds		NTAmerica	Drupe2	9	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Asteridae	Gentianales	LOGANIACEAE	Anthocleista	grandiflora	61	8	LOGANIAC	Anthocle	grandifl	AGRA	Birds		Africa	Berry1	25	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Asteridae	Gentianales	LOGANIACEAE	Strychnos	colubrina	43	4	LOGANIAC	Strychno	colubrin	SCOL	Mixed		Australasia	Drupe1	24.3	24.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Asteridae	Gentianales	LOGANIACEAE	Strychnos	inocua	36	43	LOGANIAC	Strychno	inocua	SINO	Mixed		Africa	Drupe1	NA	NA	NA	NA	NA	NA	NA	NA	18.75	NA	NA	0.3	0.04	0.4	0.05	0.15
Magnoliopsida	Rosidae	Santalales	LORANTHACEAE	Amylotheca	dictyophleba	43	4	LORANTHA	Amylothe	dictyoph	ADIC	Birds		Australasia	Drupe1	8.7	8.7	0.38	0.03	NA	NA	NA	7.8	NA	NA	89.6	0.06	0.07	NA	NA	NA
Magnoliopsida	Rosidae	Santalales	LORANTHACEAE	Cladocolea	lenticellata	59	34	LORANTHA	Cladocol	lenticel	CLEN	Birds		NTAmerica	Drupe1	6	4.5	0.02	0.01	0.01	1	0.01	19.8	21.97	0.13	45.5	0.34	0.1	0.4	0.04	0.12
Magnoliopsida	Rosidae	Santalales	LORANTHACEAE	Dendrophtoe	falcata	43	4	LORANTHA	Dendroph	falcata	DFAL	Birds		Australasia	Drupe1	9.2	9.2	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Santalales	LORANTHACEAE	Dendrophtoe	pendens	61	8	LORANTHA	Dendroph	pendens	DPEN	Birds		Africa	Drupe1	10	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Santalales	LORANTHACEAE	Englerina	inaequilatera	61	8	LORANTHA	Englerin	inaequil	EINA	Birds		Africa	Drupe1	8.5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Santalales	LORANTHACEAE	Gaiadendron	poasense	38	49	LORANTHA	Gaiadend	poasense	GPOA	Birds		NTAmerica	Drupe1	10.5	9.9	0.6	0.06	0.06	1	0.06	9.4	NA	NA	80.5	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Santalales	LORANTHACEAE	Phragmanthera	usuiensis	61	8	LORANTHA	Phragman	usuiensi	PUSU	Birds		Africa	Drupe1	11	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Santalales	LORANTHACEAE	Tapinanthus	bipartitus	61	8	LORANTHA	Tapinant	bipartit	TBIP	Birds		Africa	Drupe1	8.5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Santalales	LORANTHACEAE	Tapinanthus	leendertziae	26	16	LORANTHA	Tapinant	leendert	TLEE	Birds		Africa	Drupe1	NA	NA	0.49	0.06	0.09	NA	NA	14.3	25.62	1.64	75.2	0.35	0.09	0.48	0.01	NA
Magnoliopsida	Rosidae	Santalales	LORANTHACEAE	Tapinanthus	subulatus	61	8	LORANTHA	Tapinant	subulatu	TSUB	Birds		Africa	Drupe1	8.5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Magnoliales	MAGNOLIACAEAE	Elmerrillia	papuana	39	3	MAGNOLIA	Elmerril	papuana	EPAP	Birds		Australasia	Drupe2	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Polygalales	MALPIGHIACEAE	Byrsonima	crassifolia	35	48	MALPIGHI	Byrsonim	crassifo	BCRA	Mixed		NTAmerica	Drupe1	NA	NA	0.93	0.22	NA	1	NA	23	20.22	4.34	73.1	NA	0.01	0.02	NA	NA
Magnoliopsida	Rosidae	Polygalales	MALPIGHIACEAE	Byrsonima	obversa	71	9	MALPIGHI	Byrsonim	obversa	BOBV	Mixed		NTAmerica	Drupe1	11	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Malvales	MALVACEAE	Hampea	appendiculata	25	45	MALVACEA	Hampea	appendic	HAPP	Birds		NTAmerica	Berry2	NA	11	0.5	0.08	0.14	NA	NA	16	6.15	0.49	56	0	0.01	0.35	NA	NA
Magnoliopsida	Dilleniidae	Malvales	MALVACEAE	Malvaviscus	arboreus	25	45	MALVACEA	Malvavis	arboreus	MARB	Birds		NTAmerica	Berry2	NA	13	0.3	0.02	0	NA	NA	8	NA	NA	91	NA	NA	NA	NA	NA
Liliopsida	Zingiberidae	Zingiberales	MARANTHACEAE	Megaphrynium	gabonense	75	35	MARANTHA	Megaphry	gabonens	MGAB	Mixed		Africa	Aril	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	0.13	0.28	NA	0.16
Magnoliopsida	Dilleniidae	Theales	MARCGRAVIACEAE	Norantea	guianensis	71	9	MARCGRAV	Norantea	guianens	NGUI	Birds		NTAmerica	Berry2	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Myrtales	MELASTOMATACEAE	Bellucia	grossularioides	60	2	MELASTOM	Bellucia	grossula	BGRO	Mixed		NTAmerica	Berry2	20	30.5	NA	NA	NA	NA	NA	NA	14.94	NA	73.6	NA	0.02	0.86	NA	NA
Magnoliopsida	Rosidae	Myrtales	MELASTOMATACEAE	Conostegia	bernoulliana	58	7	MELASTOM	Conosteg	bernoull	CBER	Birds		NTAmerica	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	6.86	NA	89.3	0	0.03	0.37	NA	NA
Magnoliopsida	Rosidae	Myrtales	MELASTOMATACEAE	Henrietta	succosa	60	2	MELASTOM	Henriett	succosa	HSUC	Mixed		NTAmerica	Berry2	14	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Myrtales	MELASTOMATACEAE	Loreya	mespiloides	60	2	MELASTOM	Loreya	mespiloi	LMES	Mixed		NTAmerica	Berry2	20	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Myrtales	MELASTOMATACEAE	Miconia	bipulifera	38	49	MELASTOM	Miconia	bipulife	MBIP	Birds		NTAmerica	Berry2	5.2	5.3	0.09	0.01	0	16	0	8.9	13.98	0.11	93.7	0.04	0.07	0.67	0.07	NA
